name,link,bio,image,special_id,collected_at
Anthony Carfello,https://curatorsintl.org/about/collaborators/18664-anthony-carfello,"Anthony Carfello is an independent curator.
David Smith: Medals for Dishonor",https://curatorsintl.org/images/09.20.19_Curatorial_Forum_25.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Eduardo Carrera,https://curatorsintl.org/about/collaborators/5534-eduardo-carrera,"Eduardo Carrera (b. Quito, 1987) is a curator, art historian, and writer based in Philadelphia. His research interests include postcolonial and queer approaches to curatorial practices, art history, and writing. He is currently enrolled in the Ph.D. program in History of Art at the University of Pennsylvania, with a focus on Latin American art, Latinx art, and Queer art. Carrera holds an M.A. in Cultural Management from the International University of Catalonia and has completed the Independent Study Program at the Museum of Contemporary Art in Barcelona (PEI). Carrera earned a B.A in Visual Arts from PUCE, Ecuador. Most recently, Eduardo served as the Director and Curator at the Centro de Arte Contemporáneo de Quito - CAC, where he curated the annual exhibition program from 2017 to 2022. He also held the position of Artistic Director of the Salón de Julio of the Museum of Guayaquil in its 62nd edition, 2023. Carrera co-founded and directed the exhibition and artist residency platform No Lugar (2010 – 2016). His writings have been published in catalogs and specialized magazines, including Phaidon Editorial, Artpress, L'internationale, Artishock, La-Escuela, and Terremoto. With over a decade of experience, he has worked and collaborated with a wide range of museums and cultural institutions, including Visual Aids, Matadero Madrid, Han Nefkens Foundation, MACBA Barcelona, ARCO Madrid, Felipa Manuela, the United Nations, the Ministry of Culture and Heritage of Ecuador, Fundación Museos de la Ciudad, IILA, Museo di Roma, PIVO Sao Paulo, and the Cisneros Institute at MoMA. Eduardo was part of the Curatorial Intensive Buenos Aires 2013.",https://curatorsintl.org/images/039abe5c_6487_4eca_9b5f_2d7eec720ca6.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Blake Marques Carrington,https://curatorsintl.org/about/collaborators/23940-blake-marques-carrington,"Blake Marques Carrington works within the spheres of the sound, visual and performing arts, guided by a conceptual inquiry of “speculative forensics”. He was awarded a Fulbright U.S. Scholar Award for 2025 to explore “transdisciplinary practices in art and technology” with hosts at the University of São Paulo in Brazil. A transdisciplinary current runs through all of his work, with special interest in how tools are incorporated into the human sensorium to form expanded realities. His work is realized largely as audiovisual installations, performances, album releases, and inkjet paintings. Previously he has also received a Jerome Foundation Travel Study Grant to research media arts in Japan, a NYFA Fellowship in Electronic Arts, and a NYSCA Distribution Grant. He has had four solo exhibitions in the U.S., and has released 6 solo music albums, including ones released by the LA-based label Dragons Eye Recordings and Radio del Museo Reina Sofia in Madrid. Working collaboratively, he has created and performed concert visuals with Patti Smith and Soundwalk Collective, and co-founded a platform for contemporary video art projections in public spaces called Urban Video Project that featured the work of Trevor Paglen, Jill Magid, and Miranda Lichtenstein. Blake lives and works in Brooklyn, where he coordinates the Art+Technology program in the Digital Arts Department at Pratt Institute.
",https://curatorsintl.org/images/231116_Blake_Marques_Carrington_05.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
María del Carmen Carrión,https://curatorsintl.org/about/collaborators/4352-mara-del-carmen-carrin,"María del Carmen Carrión is Project Manager for the Patricia Phelps de Cisneros Research Institute for the Study of Art from Latin America, at the Museum of Modern Art, New York. She is a curator and art critic from Quito, who received an MA from the Curatorial Practice Program at California College of the Arts, in San Francisco, and taught at Universidad Católica in Quito. She served as Director of Public Programs & Research at ICI until 2018. She co-founded Constructo /, an international collective platform devoted to research and debate of art and visual culture. Since 2009, she has been a member of the curatorial college ofceroinspiración, an exhibition and residency space in Quito. Recent projects include:The Life of Objetcs, VOGT Gallery, New York (2011),Materia Prima, 8va Bienal de Mercosur, Porto Alegre (2011),Otros Fueros, collaboration with Tercerunquinto, EACC, Castelló (2011),Historias Fugaces, LABoral, Gijón (2011), andThe Nature of Thingsat the Biennial of the Americas, chief curator Paola Santoscoy, Denver (2010). Former positions include: Associate Curator at New Langton Arts in San Francisco, and Research Coordinator for Museo de la Ciudad in Quito.
Project 35 Volume 2",https://curatorsintl.org/images/Laumann_Helga.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Courtney Lynne Carter,https://curatorsintl.org/about/collaborators/7688-courtney-lynne-carter,"Courtney Lynne Carter is a curator, writer, and educator based in Philadelphia. She is currently the Post-Baccalaureate Fellow for the Hurford Center for the Arts and Humanities at Haverford College, where she is the key coordinator for student and course-related exhibitions, and works on the exhibition team that manages Haverford’s four contemporary art galleries. Her recent curatorial projects include “Your Special Island,” featuring Andrea Chung, Rachelle Dang, and Ming Wong; and “Consent to Be Seen,” a solo show of Riva Lehrer’s work. She has previously worked at the Philadelphia Museum of Art; the Smithsonian American Art Museum; Yale-NUS College in Singapore; Oh! Open House in Singapore; and Amazement Square Children’s Museum. In March 2019, she attended the Independent Curators International Curatorial Intensive in New Orleans. She graduated from Haverford College with a B.A. in English.
Through the Path of Echoes: Contemporary Art in Mexico",https://curatorsintl.org/images/Courtney_C.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Jordan Carter,https://curatorsintl.org/about/collaborators/23366-jordan-carter,"Jordan Carter is a Curator at Dia Art Foundation in New York.
Martha Wilson",https://curatorsintl.org/images/ExpoDay3_0063.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Jennifer Carty,https://curatorsintl.org/about/collaborators/7573-jennifer-carty,"Jennifer Carty is the inaugural Curator of Art in Public Spaces at the University of Michigan. Most recently she served as the Associate Curator of Modern & Contemporary Art at the Smart Museum of Art at the University of Chicago and curated several exhibitions includingCalling on the Past(2023),Ted Stamm: In Transit(2023),Take Care(2020),Claudia Wieser: Generations(2020),Expanding Narratives: The Figure and the Ground(2018) as well as site-specific commissions by Chicago artists Amanda Williams, Samuel Levi Jones, and Bethany Collins. In 2022, Carty was selected for the AAMC Mentorship Program, in 2020, she served as juror for the Chicago Artadia Awards, and in 2018, she was selected for the Independent Curators International Curatorial Intensive in New Orleans.Prior to her current role, Carty has held curatorial positions at the Iris and B. Gerald Cantor Center for Visual Arts at Stanford University and the Eli and Edythe Broad Art Museum at Michigan State University. She holds a B.A. in History of Art and French and Francophone Studies from the University of Michigan, Ann Arbor, and an M.A. in Contemporary Art from the Sotheby’s Institute of Art in London.",https://curatorsintl.org/images/10_08_23_jen_carty_12_Jennifer_Carty.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Valerie Cassel Oliver,https://curatorsintl.org/about/collaborators/5266-valerie-cassel-oliver,"Valerie Cassel Oliver is the Sydney and Frances Lewis Family Curator of Modern and Contemporary Art at the Virginia Museum of Fine Arts. Prior to her position at the VMFA, she was Senior Curator at the Contemporary Arts Museum Houston where worked from 2000 - 2017.  She has served as director of the Visiting Artist Program at the School of the Art Institute of Chicago (1995-2000) and a program specialist at the National Endowment for the Arts (1988-1995).   In 2000 she was one of six curators selected to organize the Biennial for the Whitney Museum of American Art.
During her tenure at the CAMH, Cassel Oliver organized numerous exhibitions including the acclaimedDouble Consciousness: Black Conceptual Art Since 1970(2005);Cinema Remixed & Reloaded: Black Women Artists and the Moving Image Since 1970with Dr. Andrea Barnwell Brownlee (2009); a major retrospective on Benjamin Patterson,Born in the State of Flux/us(2010);Radical Presence: Black Performance in Contemporary Art(2012) andBlack in the Abstract, Parts 1 & 2(2013 and 2014). She has also mounted significant survey exhibitions for Benjamin Patterson, Donald Moffett, Trenton Doyle Hancock, Jennie C. Jones, Angel Otero and Annabeth Rosen.
Howardena Pindell: What Remains to be Seenorganized by the Museum of Contemporary Art Chicago and with Naomi Beckwith, marked her debut exhibition at the Virginia Museum of Fine Arts. The exhibition traveled from the MCA Chicago to Richmond and later to the Rose Art Museum at Brandies University. At the VMFA, Cassel Oliver also curated the exhibitionsCosmologies from the Tree of Life: Art From the African American South(2019), andTheDirty South:Contemporary Art, Material Culture, and the Sonic Impulse(2021-22).
Project 35 Volume 2
Mud + Corn + Stone + Blue",https://curatorsintl.org/images/Valerie_Cassel_Oliver.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Dessane Lopez Cassell,https://curatorsintl.org/about/collaborators/23229-dessane-lopez-cassell,"Dessane Lopez Cassell. (Photo: Rachell Morillo)
Dessane Lopez Cassell. (Photo: Rachell Morillo)
Dessane Lopez Cassell is an editor, writer, and curator based in New York. She gravitates towards film and visual art concerned with race, gender, and decoloniality, with a particular interest in voices from the African and Caribbean diasporas. Her current research focuses on artifice and the politics of paradise.",https://curatorsintl.org/images/DLC_green_credit_Rachell_Morillo.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Isabel Casso,https://curatorsintl.org/about/collaborators/22426-isabel-casso,"Isabel Casso is the Assistant Curator at the Museum of Contemporary Art San Diego. Casso's recent projects include a special-exhibition with Carmen Argote and retrospective of Celia Alvarez Muñoz. Previously, she was the Marjorie Susman Curatorial Fellow at the MCA Chicago where she organizedGrain of a Hand: Drawings with Graphiteand a solo exhibition of Chilean artist Alfredo Jaar. She has held positions at the Massachusetts Museum of Contemporary Art and the San Francisco Museum of Modern Art. Casso received her M.A. in the History of Art from Williams College and a B.A. in Art History and Economics from Loyola Marymount University.
No Laughing Matter
Dark Decor
Experimental Geography",https://curatorsintl.org/images/Isabel_Casso_final.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Simon Castets,https://curatorsintl.org/about/collaborators/5740-simon-castets,"Simon Castets (b. France, 1984) is the Director of the Swiss Institute / Contemporary Art. He holds an MA in Curatorial Studies from Columbia University and an MA in Cultural Management from Sciences Po, Paris. Recently, he co-curated the group exhibitionChamps Elysées, with Julie Boukobza & Nicola Trezzi, at Palais de Tokyo, Paris. Earlier this year, with Hans Ulrich Obrist, he co-founded ""89plus"", a long-term research project about the generation that began in 1989. This inquiry into the consequences of the internet provided the foundation for the last ""Marathon"" at the Serpentine Galleries, London, which he co-curated with Obrist and Jochen Volz. Other recent projects include a solo exhibition of Sarah Ortmeyer at Federico Vavassori, Milan; the group exhibitionsCherry Pickingat Karma International, Zurich;A Stone Left Unturnedat Yvon Lambert, Paris; andAftermathat Taka Ishii Gallery, Kyoto. His writing has appeared in numerous catalogues and periodicals includingMousse, PIN UP, Flash Art, andKaleidoscope.",https://curatorsintl.org/images/Simon_Castets.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Marielsa Castro,https://curatorsintl.org/about/collaborators/7478-marielsa-castro,"Marielsa Castro Vizcarra works between pedagogical and curatorial practices of art and architecture. Architect graduated from the Universidad Iberoamericana in Mexico City and holds a Master's degree in Art, Design and the Public Domain from Harvard University. She is currently Associate Curator at Museo Jumex and Associate of coopia, a cooperative practice for the transformation of territory. Between 2017 and 2019, she was head of Public and Educational Services at the Art Museums of the Banco de la República in Bogotá, Colombia. Additionally, for three consecutive years (2012 - 2015) she directed the independent project LIGA | Espacio para arquitectura | DF, with the aim of promoting the exchange of ideas and research on Latin American architecture through a cycle of site-specific exhibitions.",https://curatorsintl.org/images/Castro_Marielsa.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Rosina Cazali,https://curatorsintl.org/about/collaborators/5128-rosina-cazali,"Rosina Cazali is a critic and independent curator specializing in contemporary Guatemalan art. She studied arts at Universidad de San Carlos de Guatemala and attended the first Cultural Studies lecture organized by FLACSO. Cazali has worked as an independent curator since 2000 and participated in several art projects such asLa Curandería. In 2000, she co-founded Colloquia, a space for contemporary art, and the art festival Octubre Azul. From 2003 to 2006 Cazali was director of the Spanish Cultural Centre in Guatemala where she started projects like the photography festival Foto 30. In 2006, she initiated the editorial projectColección Pensamiento, a compilation of interviews with Guatemalan intellectuals about contemporary thought, supported by the Spanish Cultural Centre in Guatemala. She also participated as a guest curator for Guatemala in different international biennials and as an independent curator for several exhibitions in Guatemala and Latin America, including:Móvil, an exhibition and performance by Regina José Galindo, Museo de Arte Contemporáneo (MUAC) and UNAM’s Independence BiCentury celebration project:The Liberty Ghost, México 2010. She curatedMirando al Sur, an itinerant show about migration in Central America and México, exhibitied in Miami, México, the Dominican Republic, different Central American countries and the Pontevedra Biennale, Galicia, Spain in 2010.
She is an author of countless essays about contemporary art in Guatemala, and in 2010 published the essayA Brief History of Dissociation, about the work of the Guatemalan artist Luis González Palma. Rosina Cazali currently is a columnist and essayist for the cultural section of the Guatemalan newspaperEl Periódicoas well as its cultural supplementEl Acordeón. In 2010, Cazali received the John Simon Guggenheim Grant to conduct research on contemporary art in Guatemala. In 2014 she was honored with the Prince Claus Award for her trajectory as curator and writer.
Project 35 Volume 2",https://curatorsintl.org/images/Laumann_Helga.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Robyn-Leigh Cedras,https://curatorsintl.org/about/collaborators/7011-robyn-leigh-cedras,"Robyn-Leigh Cedras is the Director at the Rupert Museum in Stellenbosch, Western Cape, South Africa. The museum houses the private collection of the Rupert Family. Cedras completed her Bachelor's in Fine Art, majoring in sculpture in 2004. She is currently completing a Master’s degree in Public Culture and Heritage at the Centre for African Studies, University of Cape Town. She worked at the District Six Museum with the Hands on District Six project in 2005 and then at the Iziko Social History Centre. During her time at the organization, she worked at the Iziko Slave Lodge Museum, the William Fehr Collection at the Castle of Goodhope, the Education and Public Programmes Department at the South African Museum, and the South African National Gallery.
The People's Choice",https://curatorsintl.org/images/New_Morocco.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Jaime Cerón,https://curatorsintl.org/about/collaborators/5531-jaime-cern,"Jaime Cerón is a graduate of fine arts from the National University of Colombia where he also received his masters in History and Theory of Art. His work focuses on five areas: teaching, critique, curating, theoretical research, and cultural management, which he has been simultaneously developing since 1994. Cerón has taught in the fine arts departments of the following universities: Jorge Tadeo Lozano, Los Andes, and Academia Superior de Artes de Bogotá, Javeriana y Nacional. In 1997 he began to work with the Institute for Culture and Tourism, where he served as manager of Fine Arts until July 2007. He worked as an art critic and independent curator until September 2010. As of October 2010 he serves as an advisor of visual arts for the Ministry of Culture in Bogotá.
Situation Comedy: Humor in Recent Art",https://curatorsintl.org/images/Kate_Fowle_Bogota_Seminar.JPG?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Mary Ceruti,https://curatorsintl.org/about/collaborators/6003-mary-ceruti,"Photo: Troy Benson
Photo: Troy Benson
Mary Ceruti is the Executive Director of the Walker Art Center in Minneapolis, MN. Before joining the Walker in January 2019, Ceruti served for 19 years as the Executive Director and Chief Curator of SculptureCenter in Long Island City, NY. During her SculptureCenter tenure, she spearheaded two major building projects, including a $5 million capital campaign in 2014. Mary has organized dozens of solo and group exhibitions of contemporary art, and curated special projects and commissions by more than 50 emerging and established artists, including Nairy Baghramian, Sanford Biggers, Monica Bonvicini, Alejandro Cesarco, Liz Glynn, Leslie Hewitt, Mike Kelley and Michael Smith, Katrín Sigurdardóttir, Xaviera Simmons, and Mika Tajima, among many others. Prior to SculptureCenter, Mary worked as an independent writer and curator with various arts institutions and agencies, including the San Francisco Arts Commission and Yerba Buena Center for the Arts. From 1992-1998, Mary served as the Director of Programs at Capp Street Project, an acclaimed international residency program where she commissioned large-scale, site-specific installation projects in San Francisco by artists such as Janine Antoni, Mona Hatoum, Gary Hill, Cildo Meireles, and Fred Wilson. She began her career as a Curatorial Assistant at the Philadelphia Museum of Art. Mary holds a dual BA in Philosophy from Haverford College and in Art History from Bryn Mawr College. She received her MA from the Inter-Arts Center at San Francisco State University after pursuing an in-depth study of community-based public art projects. Mary helped establish the Long Island City Cultural Alliance, was formerly on the Board of Directors of the Long Island City Partnership, and has served on numerous cultural advisory boards, including the Sunnyside Yard Steering Committee and the Park Avenue Sculpture Committee.
The Paper Sculpture Manual
The Paper Sculpture Show
Acceptable Entertainment",https://curatorsintl.org/images/MC_Portrait_TBPHoto.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Julio César Morales,https://curatorsintl.org/about/collaborators/7751-julio-csar-morales,"Employing a range of media and visual strategies, artist and curator Julio César Morales explores issues of migration, underground economies, and labor on personal and global scales. He is currently curator of visual arts at Arizona State University Art Museum; was the founder and director for Queens Nails Annex, an artist-run project space in San Francisco from 2003 to 2012; adjunct professor at The San Francisco Art Institute from 2000 to 2012; and associate professor in Curatorial Studies at The California College for the Arts from 1999 to 2010. Morales is an advisor and writer for The San Francisco Quarterly Art Magazine; from 2008 to 2012 he was adjunct curator for visual arts at Yerba Buena Center for The Arts in San Francisco; and was a contributing curator for the Japanese pavilion at the 2013 Venice Biennale. He has curated more than 100+ exhibitions to date. Highlights as a curator include solo exhibitions with Superflex, Suzanne Lacy, Mary Kelly, Nina Beier, Pedro Reyes, Miguel Calderon, Yoshua Okon, Koki Tanaka, Pablo Helguera and retrospective exhibitions of George Kuchar and Miguel Angel Rios with group exhibitions including Bay Area Now Triennale and The Jumex Collection. ​Morales has received grants for curatorial projects from The Rockefeller Foundation, National Endowment for The Arts, Jumex Foundation, and the Diane and Bruce Halle Foundation among others. Morales’ artwork has been shown nationally and internationally. Morales's visit was organized in partnership with ICI, with financial support provided by The Fulcrum Fund and The FUNd at the Albuquerque Community Foundation.
The Backroom",https://curatorsintl.org/images/julio_cesar_morales.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Gita Chadha,https://curatorsintl.org/about/collaborators/5404-gita-chadha,"Slightly Unbalanced
Likeness: Portraits of Artists by Other Artists",https://curatorsintl.org/images/uploads_copy_email.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Ariana Chaivaranon,https://curatorsintl.org/about/collaborators/23271-ariana-chaivaranon,"Ariana Chaivaranon is a Thai-born artist and curator based at in-tangible institute, Chiang Mai. She has worked full-time for five years in art museum departments of Interpretation, Research, Curatorial, and Education to cultivate transformative connections between the public and globally renowned art displays (including the U.S. National Gallery of Art, the Beijing Palace Museum, UCCA Center for Contemporary Art, The Nelson Atkins Museum of Art, Harvard Art Museums, and The Frick Collection). Concurrently, she was Vice President of the Board of the nonprofit artist-run Plug Gallery, a member of Asia Art Archive in America’s 2020-2021 Leadership Camp “Other Racisms,” and 2022 awardee of the ASEAN-China Young Leaders Scholarship.In 2023, she moved back to Thailand to focus on developing curatorial and artistic practices in this region and to understand how artists work without infrastructure. Her publications on Thai contemporary art appear in Art & Market, MoMA Post (NY), Southeast of Now NUS (Singapore), and Di’van Journal UNSW (Sydney). Her recent writing examines how Thai contemporary artists deploy historically potent symbols to re-image democracy, monarchy, and Buddhism and propose alternative futures for the country.Her artwork (painting, printmaking, sculpture) has been exhibited in venues including Cartel Artspace (Bangkok), H&R Block Artspace (Kansas City), Biblioteca Nazionale Marciana (Venice), and Carpenter Center for the Visual Arts (Cambridge). She holds a B.A. from Harvard University in Art, Film, and Visual Studies and Art History, as well as an M.A. in Global Affairs from Tsinghua University, Schwarzman College.
Push Play",https://curatorsintl.org/images/DSC07038_2_small.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Deena Chalabi,https://curatorsintl.org/about/collaborators/5288-deena-chalabi,"Deena Chalabi joined the San Francisco Museum of Modern Art as Associate Curator of Public Practice in January 2014. From 2009 to 2012 she was the founding Head of Strategy at Mathaf: Arab Museum of Modern Art in Doha, Qatar. She co-curated the inaugural exhibition of Mathaf’s permanent collection and was responsible for developing the museum’s public presence across several platforms. She created the ‘Pop-Up Mathaf’ program for collaborative international partnerships, curatingInterferenceat the Institute of Contemporary Arts in London in July 2011. She guest curated three additional Pop-Up Mathaf programs, partnering with the Mori Art Museum in Tokyo in 2012 and with the Serpentine Galleries and the Liverpool Biennial in 2013. She has written forBidoun, ArtAsiaPacific,andThe New Inquiry,among other publications. Deena received her BA in Social Studies from Harvard University and her Masters from the Graduate School of Journalism at UC Berkeley.",https://curatorsintl.org/images/ci-symposium-2.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Zoë Chan,https://curatorsintl.org/about/collaborators/6328-zo-chan,"Zoë Chan is an independent Canadian curator and critic. She is currently a recipient of the Canada Council Project Grant to Curators and Critics for research focusing on representations of youth and youth aesthetics in contemporary art and visual culture. In the fall of 2014, she will guest curateBande à part/Kids these days, a group exhibition featuring artists who document youth and youth cultures, for the Foreman Art Gallery of Bishop's University in Sherbrooke, Québec. In summer of 2014, she and artist Mark Clintberg launched a research project entitledEveryday Cooking, Cooking Every Dayat the artist-run center Articule in Montréal, which made links between domestic cooking and artistic and curatorial practices. In 2012, she curatedPersonal Mythologieswith artists Osvaldo Ramirez Castillo and Marigold Santos for the MAI (Montréal, arts interculturels), where she was visual arts programmer between 2006 and 2010. As a critic, she has written on a range of artists, including Song Dong, Rabih Mroué, and Joana Hadjithomas and Khalil Joreige, forCanadian Art,C Magazine,Esse,ETC, andRicepaper. Zoë Chan has a Master’s degree in Art History (2008) from Concordia University in Montréal, where she wrote on primitivism and young masculinities in Larry Clark’s photography and films.",https://curatorsintl.org/images/Naomi_H.JPG?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Patrick Charpenel,https://curatorsintl.org/about/collaborators/5778-patrick-charpenel,"Patrick Charpenel (b. Guadalajara, Mexico, 1967) lives and works in Mexico City. A philosopher by training, Charpenel has worked intensively as a curator and collector, highlighting the paradoxes and ambiguities of the contemporary world. He has presented a number of exhibitions in various forums within and outside Mexico such as:Gabriel Orozco, Palacio de las Artes, Mexico City;Paseos/Walksby Francis Alÿs, Museo de Arte Moderno, Mexico City;Franz West, Museo Tamayo Arte Contemporáneo, Mexico City; andInter play, Moore Space, Miami. He has published critical essays in specialized journals and serves on the Board of the Centre Pompidou- Latin America, Paris, France. His private collection consists of a heterogeneous group of works; however, it is organized around certain lines of research, such as telematic phenomenon, the structure of the global economy, and the extension of artistic experience into the social sphere. He is currently the Director of Fundación Jumex Arte Contemporáneo, Mexico City.
Empty Dress",https://curatorsintl.org/images/ici_400.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Mortimer Chatterjee,https://curatorsintl.org/about/collaborators/5407-mortimer-chatterjee,"The Paper Sculpture Manual
Imagenes Liricas/New Spanish Visions",https://curatorsintl.org/images/uploads_copy_email.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Viviana Checchia,https://curatorsintl.org/about/collaborators/5421-viviana-checchia,"Viviana Checchia is a curator, programmer, and researcher active internationally. Viviana is Director of Void Art Centre in Derry, and Co-Director of ‘Vessel’, an international curatorial platform based in Puglia, South of Italy, for the support of social, cultural, and economic development through contemporary art.
Previous to these roles she was Residency Curator at Delfina Foundation, London, Senior Lecturer on the MFA at HDK-Valand, University of Gothenburg and Public Engagement Curator at the Centre for Contemporary Arts, Glasgow. Viviana has produced and contributed to a range of international projects, including the Young Artist of the Year Award, Ramallah and the 4th Athens Biennale.
Viviana has lectured on curatorial studies and contemporary art practice at amongst others: the Centre for Curatorial Studies, Bard College, New York, MA Social Practice and the Creative Environment, Limerick Institute of Technology; the International Academy of Art Palestine, Ramallah. With Anna Santomauro, she received the 2013 ICI/Dedalus Research Award for research into the legacy of  socially-engaged art practice in the U.S., and in 2016 was awarded the Igor Zabel Award for Culture and Theory Laureate’s choice for her contributions to the comprehension of and international interest in Eastern European art. Viviana holds a PhD from Loughborough University that focused on alternative Mediterranean curatorial practices. She currently serves as a trustee of cultural organisation, Timespan, Helmsdale, Scotland.
Raymond Pettibon: The Punk Years, 1978–86",https://curatorsintl.org/images/image00002.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Liya Chechik,https://curatorsintl.org/about/collaborators/5861-liya-chechik,"Liya Chechik is a PhD student in Art History at Moscow State University and Ca' Foscari University of Venice, specializing in Renaissance and contemporary art. She is currently working as a coordinator at the Research Centre of the Jewish Museum in Moscow. Chechik received her BA at Moscow State University, Russia and completed her MA at Warwick University, Great Britain. She speaks fluent Russian, English and Italian and has gained rich experience by living, studying and working internationally. She has attended Salzburg Summer Academy of Arts, where she was one of the first students to attend a curatorship course led by Maria Lind. She undertook a course in Art Business at Sotheby’s Institute of Art in London and her first working experience was at the Russian Antique Fair. She has written for a number of professional journals, and as an art critic for several Moscow weekly newspapers and online projects.",https://curatorsintl.org/images/3a._RR_photo_blue.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Amy Cheng,https://curatorsintl.org/about/collaborators/4675-amy-cheng,"Amy Cheng is an art critic and independent curator who lives and works in Taipei. She studied art history at the Graduate School of National Taiwan Normal University in 1996 and taught as a lecturer in the evening program of Fu-Jen Catholic University’s English department (1997–99). Cheng is the founder of TheCube Project Space in Taipei, which opened in 2010. Among the exhibitions she has curated are two group shows at the Taipei Fine Arts Museum—theTaipei Biennial(2004) andAltered States(2006)—and, after that,THTP/Phase Five/Oversight/2008at Centre A: Vancouver International Centre for Contemporary Asian Art (2008) andTraversing the Fantasyat the Cube Project Space, Taipei (2010). Cheng became feature writer forARTCOmagazine in 2000, and is currently their lead feature writer; and she is the editor/writer ofArt and Society: Introducing Seven Contemporary Artists(Taipei Fine Arts Museum, 2009).
Project 35
Project 35",https://curatorsintl.org/images/P35_Amy_Cheng_thumb.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
